RiskPerformance,ExternalRiskEstimate,TradeOpenTime,NumSatisfactoryTrades,TradeFrequency,Delinquency,Installment,Inquiry,RevolvingBalance,Utilization,TradeWBalance
1,0.4756563914369264,0.4598049275342525,0.5156346821685935,0.404215509168395,0.49274454865174266,0.4710412560859859,0.2860135853871947,0.37397331569444237,0.35992578061346525,0.33042711610134456
-1,0.4756563914369264,0.5632670397314943,0.5156346821685935,0.6060828516590279,0.8360727863073218,0.5545674536211753,0.7210837994067198,0.33632411129028505,0.35992578061346525,0.4933039481733428
1,0.4756563914369264,0.5111120875149167,0.5156346821685935,0.404215509168395,0.3782295496982161,0.4823508041855803,0.4743161521290583,0.33632411129028505,0.35992578061346525,0.2840725665121099
-1,0.4756563914369264,0.5648152539697435,0.5156346821685935,0.4801128868304356,0.49274454865174266,0.4710412560859859,0.4120650217550921,0.7684953456956631,0.7174682784735843,0.6806507418793508
-1,0.4756563914369264,0.3967759471260103,0.5156346821685935,0.675721693269224,0.5776174329143757,0.5190534625289087,0.7210837994067198,0.5216830071702263,0.35992578061346525,0.4138037402617951
1,0.8421265397603389,0.49968528252855093,0.5156346821685935,0.7407485876160121,0.7052892898555378,0.49058272026432725,0.542296186179881,0.5713087473271483,0.6406222917285493,0.6806507418793508
1,0.4756563914369264,0.30783938093526153,0.5156346821685935,0.7407485876160121,0.5496313176706378,0.5636620140635794,0.5868011133412986,0.7684953456956631,0.7174682784735843,0.6806507418793508
1,0.4756563914369264,0.4598049275342525,0.5156346821685935,0.7194909549012691,0.8360727863073218,0.4710412560859859,0.542296186179881,0.500481046007857,0.6388665641301423,0.4138037402617951
-1,0.4756563914369264,0.6316068475102292,0.5156346821685935,0.45505037828178896,0.5246579134989995,0.4823508041855803,0.35812158032262276,0.500481046007857,0.35992578061346525,0.2840725665121099
-1,0.4756563914369264,0.4217831968977477,0.5156346821685935,0.7138832691032191,0.5496313176706378,0.5316312074595942,0.542296186179881,0.6237864044832884,0.6406222917285493,0.6806507418793508
-1,0.4756563914369264,0.5206944602155024,0.5156346821685935,0.45505037828178896,0.6614587989587424,0.7191783363008439,0.658024510709248,0.5049599799333675,0.35992578061346525,0.6806507418793508
1,0.4756563914369264,0.32517746432307426,0.5156346821685935,0.404215509168395,0.3782295496982161,0.45081785215748393,0.2860135853871947,0.2618682992977337,0.35992578061346525,0.4933039481733428
-1,0.4756563914369264,0.4248388847277531,0.5156346821685935,0.42844209132912925,0.6614587989587424,0.5316312074595942,0.35812158032262276,0.2618682992977337,0.35992578061346525,0.4138037402617951
1,0.4756563914369264,0.4411799851068975,0.5156346821685935,0.6819387993771269,0.4705681870649262,0.5636620140635794,0.7210837994067198,0.7814180670698592,0.7174682784735843,0.5239173405501452
1,0.8421265397603389,0.4888343230504393,0.5156346821685935,0.7596127798475101,0.8787421750345151,0.5190534625289087,0.5868011133412986,0.6817915136480561,0.5632525210171012,0.6806507418793508
1,0.4756563914369264,0.3020419090005274,0.5156346821685935,0.404215509168395,0.3782295496982161,0.45081785215748393,0.542296186179881,0.4122582255190469,0.35992578061346525,0.4138037402617951
-1,0.8421265397603389,0.41764195290060835,0.5156346821685935,0.6684769793990896,0.7865930775096546,0.5668649178895642,0.7210837994067198,0.400785592572553,0.5632525210171012,0.6806507418793508
1,0.4756563914369264,0.49435370420120384,0.5156346821685935,0.4801128868304356,0.42051114712013493,0.4338428817595973,0.7210837994067198,0.3167109767246561,0.6406222917285493,0.4933039481733428
1,0.4756563914369264,0.8457138211087559,0.5156346821685935,0.5037731446600369,0.3782295496982161,0.4648012058739722,0.4546554485457668,0.4111410108577501,0.5632525210171012,0.6806507418793508
1,0.4756563914369264,0.5008502755622157,0.5156346821685935,0.42844209132912925,0.3782295496982161,0.47724081539260743,0.4743161521290583,0.3848201070553222,0.35992578061346525,0.6806507418793508
1,0.4756563914369264,0.3688423481421337,0.5156346821685935,0.5037731446600369,0.3782295496982161,0.4823508041855803,0.6408023034280974,0.29895532945081027,0.35992578061346525,0.4138037402617951
-1,0.4756563914369264,0.6088083879598579,0.5156346821685935,0.5037731446600369,0.3782295496982161,0.4658419018479312,0.5868011133412986,0.4934430717452538,0.35992578061346525,0.6806507418793508
-1,0.8421265397603389,0.8053399024926446,0.5156346821685935,0.5415828182022396,0.3782295496982161,0.5316312074595942,0.5760141465683735,0.8580536874261944,0.5632525210171012,0.6806507418793508
1,0.4756563914369264,0.4129857221482952,0.5156346821685935,0.45505037828178896,0.3782295496982161,0.45081785215748393,0.7210837994067198,0.532386799848539,0.6406222917285493,0.4138037402617951
-1,0.4756563914369264,0.5834212896425115,0.5156346821685935,0.42844209132912925,0.42051114712013493,0.4338428817595973,0.7210837994067198,0.2618682992977337,0.5632525210171012,0.4138037402617951
-1,0.4756563914369264,0.7186324694669852,0.5156346821685935,0.4801128868304356,0.3782295496982161,0.5190534625289087,0.4665015543257556,0.7066303676326164,0.6406222917285493,0.4933039481733428
1,0.4756563914369264,0.48624846212095874,0.5156346821685935,0.404215509168395,0.3782295496982161,0.4648012058739722,0.5868011133412986,0.6079504303642367,0.5632525210171012,0.5720725967036757
-1,0.8421265397603389,0.585934544390722,0.5156346821685935,0.42844209132912925,0.8104562760523868,0.4710412560859859,0.5868011133412986,0.8252808701559352,0.7356951900455213,0.5239173405501452
-1,0.4756563914369264,0.607223679297181,0.5156346821685935,0.42844209132912925,0.3782295496982161,0.5513455865527778,0.542296186179881,0.8468373269071403,0.7356951900455213,0.6806507418793508
-1,0.4756563914369264,0.36954283977226465,0.5156346821685935,0.45505037828178896,0.651669101842675,0.5513455865527778,0.542296186179881,0.5969169274067918,0.5632525210171012,0.4138037402617951
-1,0.5464200767817745,0.5426547375331772,0.5424131601703573,0.5419300598929229,0.5431007403418768,0.5425621606250588,0.5429680601991336,0.5427769150428731,0.6388665641301423,0.54195915536649
-1,0.4756563914369264,0.3042282567132193,0.5156346821685935,0.45505037828178896,0.6030164967605554,0.45081785215748393,0.542296186179881,0.6695293830948394,0.5632525210171012,0.6806507418793508
1,0.4756563914369264,0.31240547701358035,0.5156346821685935,0.404215509168395,0.6030164967605554,0.5636620140635794,0.4665015543257556,0.5507851899023262,0.7174682784735843,0.6806507418793508
-1,0.4756563914369264,0.5206944602155024,0.5156346821685935,0.7129847102999307,0.6274597678586531,0.5316312074595942,0.6631644211479693,0.5713087473271483,0.5632525210171012,0.4138037402617951
-1,0.4756563914369264,0.49968528252855093,0.5156346821685935,0.6381440907985749,0.6755553443570237,0.5190534625289087,0.542296186179881,0.8468373269071403,0.6406222917285493,0.6806507418793508
1,0.4756563914369264,0.5317976595640401,0.5156346821685935,0.42844209132912925,0.3782295496982161,0.5625327557061862,0.4665015543257556,0.6695293830948394,0.7356951900455213,0.5239173405501452
1,0.4756563914369264,0.44096808372949403,0.5156346821685935,0.6060828516590279,0.38481914709759657,0.4451112653310324,0.542296186179881,0.2530614926358573,0.35992578061346525,0.6806507418793508
-1,0.4756563914369264,0.39526997984613066,0.5156346821685935,0.4801128868304356,0.3782295496982161,0.5348752139829707,0.5868011133412986,0.8468373269071403,0.7356951900455213,0.6806507418793508
1,0.4756563914369264,0.3020419090005274,0.5156346821685935,0.404215509168395,0.3782295496982161,0.462065996096682,0.542296186179881,0.500481046007857,0.6388665641301423,0.2840725665121099
-1,0.4756563914369264,0.5632670397314943,0.5156346821685935,0.45505037828178896,0.7072132038408623,0.5223063075207928,0.5868011133412986,0.650834230990929,0.6406222917285493,0.5720725967036757
-1,0.4756563914369264,0.33595275772316724,0.5156346821685935,0.6989320138672444,0.7865930775096546,0.43268945316936414,0.5868011133412986,0.37397331569444237,0.5632525210171012,0.4933039481733428
-1,0.4756563914369264,0.8821815620524335,0.5156346821685935,0.5037731446600369,0.6088484245208649,0.45081785215748393,0.6408023034280974,0.5507851899023262,0.35992578061346525,0.6806507418793508
-1,0.8421265397603389,0.30521554861378064,0.5156346821685935,0.42844209132912925,0.6614587989587424,0.5316312074595942,0.4743161521290583,0.5713087473271483,0.7174682784735843,0.5720725967036757
1,0.4756563914369264,0.5355330973268828,0.5156346821685935,0.42844209132912925,0.5246579134989995,0.4823508041855803,0.5760141465683735,0.4497238473866112,0.5632525210171012,0.4933039481733428
1,0.4756563914369264,0.47859247350989076,0.5156346821685935,0.42844209132912925,0.6614587989587424,0.4658419018479312,0.7210837994067198,0.27501313591897514,0.35992578061346525,0.4138037402617951
1,0.4756563914369264,0.49709784188968964,0.5156346821685935,0.404215509168395,0.3782295496982161,0.4823508041855803,0.542296186179881,0.4497238473866112,0.7174682784735843,0.4138037402617951
-1,0.8421265397603389,0.6676914339122865,0.5156346821685935,0.5037731446600369,0.6614587989587424,0.5190534625289087,0.5868011133412986,0.6338091707933204,0.7174682784735843,0.5720725967036757
1,0.4756563914369264,0.5326980557808951,0.5156346821685935,0.5415828182022396,0.49274454865174266,0.5223063075207928,0.35812158032262276,0.4934430717452538,0.5632525210171012,0.4138037402617951
-1,0.8421265397603389,0.374363364167003,0.5156346821685935,0.404215509168395,0.8104562760523868,0.4710412560859859,0.542296186179881,0.7066303676326164,0.7174682784735843,0.6806507418793508
1,0.4756563914369264,0.506217477083887,0.5156346821685935,0.7138832691032191,0.45574331881528796,0.5348752139829707,0.3176281836745878,0.5713087473271483,0.5632525210171012,0.6806507418793508
1,0.4756563914369264,0.32517746432307426,0.5156346821685935,0.404215509168395,0.3782295496982161,0.4388518952077215,0.2860135853871947,0.2836572117285624,0.35992578061346525,0.4138037402617951
1,0.4756563914369264,0.6201228295469471,0.5156346821685935,0.404215509168395,0.3782295496982161,0.5636620140635794,0.519575230533973,0.33632411129028505,0.35992578061346525,0.4138037402617951
-1,0.8421265397603389,0.5317976595640401,0.5156346821685935,0.6989320138672444,0.6030164967605554,0.4710412560859859,0.5868011133412986,0.723606762759891,0.7174682784735843,0.6806507418793508
-1,0.4756563914369264,0.821971943809602,0.5156346821685935,0.45505037828178896,0.3782295496982161,0.462065996096682,0.7210837994067198,0.7483716028394871,0.5632525210171012,0.6806507418793508
-1,0.4756563914369264,0.5157390976079241,0.5156346821685935,0.4801128868304356,0.3782295496982161,0.5316312074595942,0.4743161521290583,0.5969169274067918,0.5632525210171012,0.4933039481733428
1,0.4756563914369264,0.49277992828707406,0.5156346821685935,0.45505037828178896,0.3782295496982161,0.4451112653310324,0.4743161521290583,0.6817915136480561,0.7356951900455213,0.4933039481733428
-1,0.4756563914369264,0.5386020101503389,0.5156346821685935,0.45505037828178896,0.5496313176706378,0.5636620140635794,0.519575230533973,0.6695293830948394,0.5632525210171012,0.6806507418793508
-1,0.4756563914369264,0.6201228295469471,0.5156346821685935,0.404215509168395,0.6088484245208649,0.5316312074595942,0.5868011133412986,0.7066303676326164,0.6406222917285493,0.5720725967036757
-1,0.5464200767817745,0.5426547375331772,0.5424131601703573,0.5419300598929229,0.5431007403418768,0.5425621606250588,0.5429680601991336,0.5427769150428731,0.6388665641301423,0.54195915536649
1,0.4756563914369264,0.3688423481421337,0.5156346821685935,0.5037731446600369,0.6088484245208649,0.4710412560859859,0.6408023034280974,0.5713087473271483,0.6406222917285493,0.5720725967036757
1,0.4756563914369264,0.3967759471260103,0.5156346821685935,0.5037731446600369,0.3782295496982161,0.5636620140635794,0.5868011133412986,0.4291951558668169,0.6406222917285493,0.4138037402617951
-1,0.4756563914369264,0.8053399024926446,0.5156346821685935,0.5037731446600369,0.3782295496982161,0.5545674536211753,0.5868011133412986,0.5049599799333675,0.35992578061346525,0.6806507418793508
-1,0.8421265397603389,0.8201584805254709,0.5156346821685935,0.45505037828178896,0.8104562760523868,0.7191783363008439,0.4743161521290583,0.8088655806578252,0.6406222917285493,0.5720725967036757
-1,0.4756563914369264,0.5834212896425115,0.5156346821685935,0.404215509168395,0.6614587989587424,0.7191783363008439,0.542296186179881,0.5969169274067918,0.5632525210171012,0.6806507418793508
-1,0.4756563914369264,0.5595951389470437,0.5156346821685935,0.7319635606875905,0.48756365311382455,0.5636620140635794,0.7210837994067198,0.532386799848539,0.5632525210171012,0.4138037402617951
-1,0.8421265397603389,0.6252196735204761,0.5156346821685935,0.5820404954763267,0.6274597678586531,0.4710412560859859,0.4665015543257556,0.27501313591897514,0.35992578061346525,0.4138037402617951
1,0.4756563914369264,0.3559474480067716,0.5156346821685935,0.45505037828178896,0.3782295496982161,0.49058272026432725,0.4743161521290583,0.3848201070553222,0.35992578061346525,0.2840725665121099
1,0.4756563914369264,0.39526997984613066,0.5156346821685935,0.6819387993771269,0.6274597678586531,0.5190534625289087,0.6408023034280974,0.650834230990929,0.5632525210171012,0.5239173405501452
1,0.4756563914369264,0.585934544390722,0.5156346821685935,0.5415828182022396,0.5496313176706378,0.7445461710138521,0.5038900980734188,0.2618682992977337,0.35992578061346525,0.5720725967036757
1,0.8421265397603389,0.38928338533466667,0.5156346821685935,0.7194909549012691,0.7225135066041737,0.4710412560859859,0.519575230533973,0.7483716028394871,0.5632525210171012,0.6806507418793508
-1,0.4756563914369264,0.5297253128285375,0.5156346821685935,0.5037731446600369,0.49274454865174266,0.5348752139829707,0.7210837994067198,0.723606762759891,0.7174682784735843,0.6806507418793508
-1,0.4756563914369264,0.5632670397314943,0.5156346821685935,0.5415828182022396,0.3782295496982161,0.5636620140635794,0.5760141465683735,0.37397331569444237,0.6388665641301423,0.4933039481733428
-1,0.4756563914369264,0.3967759471260103,0.5156346821685935,0.6128701721201283,0.7413042001412172,0.4710412560859859,0.5868011133412986,0.7684953456956631,0.5632525210171012,0.6806507418793508
1,0.4756563914369264,0.4173289873084648,0.5156346821685935,0.5820404954763267,0.7985957991281598,0.5513455865527778,0.4743161521290583,0.5969169274067918,0.6406222917285493,0.4138037402617951
1,0.4756563914369264,0.5206944602155024,0.5156346821685935,0.42844209132912925,0.3782295496982161,0.4710412560859859,0.519575230533973,0.500481046007857,0.35992578061346525,0.2840725665121099
-1,0.4756563914369264,0.39526997984613066,0.5156346821685935,0.6546394925563257,0.45574331881528796,0.5354686553695167,0.7210837994067198,0.5049599799333675,0.35992578061346525,0.6806507418793508
1,0.4756563914369264,0.5064323286434788,0.5156346821685935,0.4801128868304356,0.3782295496982161,0.5348752139829707,0.4665015543257556,0.4291951558668169,0.5632525210171012,0.4138037402617951
1,0.4756563914369264,0.39526997984613066,0.5156346821685935,0.6819387993771269,0.7052892898555378,0.5336050439411468,0.6297547766934604,0.5713087473271483,0.6406222917285493,0.4138037402617951
-1,0.4756563914369264,0.585934544390722,0.5156346821685935,0.6128701721201283,0.8028238011994623,0.4710412560859859,0.4120650217550921,0.8580536874261944,0.5632525210171012,0.6806507418793508
1,0.8421265397603389,0.4637490743366125,0.5156346821685935,0.7194909549012691,0.8337404100220738,0.49058272026432725,0.6631644211479693,0.33632411129028505,0.6388665641301423,0.33042711610134456
-1,0.4756563914369264,0.5128113073180933,0.5156346821685935,0.708023230386486,0.48756365311382455,0.4710412560859859,0.35812158032262276,0.6567854066074925,0.5632525210171012,0.4933039481733428
1,0.4756563914369264,0.32745271108714413,0.5156346821685935,0.45505037828178896,0.3782295496982161,0.5223063075207928,0.3176281836745878,0.5507851899023262,0.6406222917285493,0.4138037402617951
-1,0.4756563914369264,0.439628310480332,0.5156346821685935,0.5415828182022396,0.5496313176706378,0.5190534625289087,0.542296186179881,0.7814180670698592,0.7356951900455213,0.4933039481733428
1,0.4756563914369264,0.40285292019228414,0.5156346821685935,0.404215509168395,0.3782295496982161,0.4214966661682511,0.4743161521290583,0.2836572117285624,0.35992578061346525,0.5720725967036757
1,0.4756563914369264,0.4411799851068975,0.5156346821685935,0.42844209132912925,0.5496313176706378,0.5316312074595942,0.4743161521290583,0.400785592572553,0.35992578061346525,0.4933039481733428
1,0.8421265397603389,0.48624846212095874,0.5156346821685935,0.6989320138672444,0.6755553443570237,0.5316312074595942,0.6408023034280974,0.8088655806578252,0.5632525210171012,0.5720725967036757
1,0.4756563914369264,0.46569840129980133,0.5156346821685935,0.5415828182022396,0.3782295496982161,0.5636620140635794,0.5020536153197407,0.6695293830948394,0.5632525210171012,0.4933039481733428
1,0.4756563914369264,0.4411799851068975,0.5156346821685935,0.45505037828178896,0.3782295496982161,0.4513098817511454,0.5038900980734188,0.27501313591897514,0.35992578061346525,0.4138037402617951
-1,0.8421265397603389,0.6731796738323836,0.5156346821685935,0.7764749803872069,0.6614587989587424,0.5668649178895642,0.4743161521290583,0.2618682992977337,0.35992578061346525,0.5720725967036757
-1,0.4756563914369264,0.7242571655334115,0.5156346821685935,0.5037731446600369,0.3782295496982161,0.6441109996291667,0.542296186179881,0.6338091707933204,0.6406222917285493,0.6806507418793508
1,0.4756563914369264,0.47651454717504615,0.5156346821685935,0.5415828182022396,0.3782295496982161,0.5636620140635794,0.4120650217550921,0.33632411129028505,0.35992578061346525,0.4138037402617951
-1,0.4756563914369264,0.33595275772316724,0.5156346821685935,0.7407485876160121,0.8360727863073218,0.4710412560859859,0.6408023034280974,0.33632411129028505,0.35992578061346525,0.33042711610134456
1,0.4756563914369264,0.3958057788530095,0.5156346821685935,0.4801128868304356,0.3782295496982161,0.5316312074595942,0.35812158032262276,0.2618682992977337,0.35992578061346525,0.4138037402617951
1,0.4756563914369264,0.5133767902588116,0.5156346821685935,0.404215509168395,0.3782295496982161,0.4451112653310324,0.3176281836745878,0.33632411129028505,0.35992578061346525,0.4138037402617951
-1,0.4756563914369264,0.8725319235620539,0.5156346821685935,0.5037731446600369,0.3782295496982161,0.5190534625289087,0.6408023034280974,0.3848201070553222,0.35992578061346525,0.4138037402617951
1,0.4756563914369264,0.8063250375007722,0.5156346821685935,0.4801128868304356,0.49274454865174266,0.5545674536211753,0.6297547766934604,0.37397331569444237,0.5632525210171012,0.6806507418793508
1,0.4756563914369264,0.5052320994734415,0.5156346821685935,0.42844209132912925,0.3782295496982161,0.4823508041855803,0.542296186179881,0.29895532945081027,0.5632525210171012,0.4138037402617951
-1,0.8421265397603389,0.5834212896425115,0.5156346821685935,0.6989320138672444,0.8492614751714926,0.6676844602010346,0.542296186179881,0.4934430717452538,0.35992578061346525,0.6806507418793508
-1,0.4756563914369264,0.5869149860469391,0.5156346821685935,0.45505037828178896,0.3782295496982161,0.5190534625289087,0.4120650217550921,0.7953202827397419,0.7356951900455213,0.4933039481733428
1,0.4756563914369264,0.4888343230504393,0.5156346821685935,0.4801128868304356,0.3782295496982161,0.4823508041855803,0.35812158032262276,0.532386799848539,0.6406222917285493,0.4138037402617951
1,0.4756563914369264,0.3020419090005274,0.5156346821685935,0.404215509168395,0.3782295496982161,0.45081785215748393,0.542296186179881,0.2530614926358573,0.35992578061346525,0.33042711610134456
1,0.4756563914369264,0.5148620053475171,0.5156346821685935,0.42844209132912925,0.3782295496982161,0.49058272026432725,0.2860135853871947,0.2618682992977337,0.35992578061346525,0.2840725665121099
1,0.4756563914369264,0.5648152539697435,0.5156346821685935,0.45505037828178896,0.3782295496982161,0.4710412560859859,0.5760141465683735,0.2618682992977337,0.35992578061346525,0.33042711610134456
1,0.4756563914369264,0.5157390976079241,0.5156346821685935,0.4801128868304356,0.5246579134989995,0.4710412560859859,0.3176281836745878,0.2618682992977337,0.35992578061346525,0.4138037402617951
1,0.4756563914369264,0.3020419090005274,0.5156346821685935,0.404215509168395,0.6614587989587424,0.5190534625289087,0.6408023034280974,0.5216830071702263,0.35992578061346525,0.6806507418793508
1,0.5464200767817745,0.5426547375331772,0.5424131601703573,0.5419300598929229,0.5431007403418768,0.5425621606250588,0.5429680601991336,0.5427769150428731,0.6388665641301423,0.54195915536649
-1,0.4756563914369264,0.5386020101503389,0.5156346821685935,0.45505037828178896,0.42051114712013493,0.5636620140635794,0.5868011133412986,0.5216830071702263,0.35992578061346525,0.5720725967036757
1,0.4756563914369264,0.5834212896425115,0.5156346821685935,0.404215509168395,0.3782295496982161,0.5190534625289087,0.4743161521290583,0.33632411129028505,0.35992578061346525,0.4138037402617951
-1,0.4756563914369264,0.590053736329148,0.5156346821685935,0.42844209132912925,0.8104562760523868,0.43268945316936414,0.5868011133412986,0.4934430717452538,0.35992578061346525,0.5239173405501452
1,0.4756563914369264,0.374363364167003,0.5156346821685935,0.404215509168395,0.3782295496982161,0.4710412560859859,0.6408023034280974,0.2530614926358573,0.35992578061346525,0.6806507418793508
1,0.4756563914369264,0.3020419090005274,0.5156346821685935,0.404215509168395,0.42051114712013493,0.5190534625289087,0.4743161521290583,0.6695293830948394,0.7356951900455213,0.4138037402617951
1,0.4756563914369264,0.4899987944575087,0.5156346821685935,0.6919453357571426,0.48756365311382455,0.6676844602010346,0.542296186179881,0.7483716028394871,0.5632525210171012,0.5720725967036757
-1,0.4756563914369264,0.5834212896425115,0.5156346821685935,0.404215509168395,0.3782295496982161,0.5636620140635794,0.519575230533973,0.8252808701559352,0.6406222917285493,0.5720725967036757
1,0.5464200767817745,0.5426547375331772,0.5424131601703573,0.5419300598929229,0.5431007403418768,0.5425621606250588,0.5429680601991336,0.5427769150428731,0.6388665641301423,0.54195915536649
1,0.4756563914369264,0.41512653686779233,0.5156346821685935,0.404215509168395,0.3782295496982161,0.45081785215748393,0.3176281836745878,0.33632411129028505,0.35992578061346525,0.4138037402617951
-1,0.4756563914369264,0.4600184321293548,0.5156346821685935,0.45505037828178896,0.3782295496982161,0.47724081539260743,0.6297547766934604,0.3848201070553222,0.35992578061346525,0.4933039481733428
1,0.5464200767817745,0.5426547375331772,0.5424131601703573,0.5419300598929229,0.5431007403418768,0.5425621606250588,0.5429680601991336,0.5427769150428731,0.6388665641301423,0.54195915536649
1,0.4756563914369264,0.7186324694669852,0.5156346821685935,0.45505037828178896,0.5246579134989995,0.6731783791575819,0.5868011133412986,0.739597282269234,0.5632525210171012,0.6806507418793508
1,0.4756563914369264,0.3917467886282189,0.5156346821685935,0.4801128868304356,0.3782295496982161,0.5636620140635794,0.4120650217550921,0.4934430717452538,0.6406222917285493,0.4138037402617951
-1,0.4756563914369264,0.42921565955242047,0.5156346821685935,0.6989320138672444,0.8300349955912778,0.5190534625289087,0.4120650217550921,0.5049599799333675,0.35992578061346525,0.5239173405501452
1,0.4756563914369264,0.4888343230504393,0.5156346821685935,0.6919453357571426,0.6274597678586531,0.44501068767847274,0.35812158032262276,0.4497238473866112,0.35992578061346525,0.4933039481733428
-1,0.5464200767817745,0.5426547375331772,0.5424131601703573,0.5419300598929229,0.5431007403418768,0.5425621606250588,0.5429680601991336,0.5427769150428731,0.6388665641301423,0.54195915536649
1,0.4756563914369264,0.5343737972589553,0.5156346821685935,0.45505037828178896,0.49274454865174266,0.5031923762721715,0.3176281836745878,0.5713087473271483,0.5632525210171012,0.4933039481733428
-1,0.4756563914369264,0.6201228295469471,0.5156346821685935,0.5820404954763267,0.48756365311382455,0.5636620140635794,0.2860135853871947,0.5507851899023262,0.35992578061346525,0.6806507418793508
1,0.4756563914369264,0.29629504599099854,0.5156346821685935,0.42844209132912925,0.3782295496982161,0.5190534625289087,0.5868011133412986,0.6567854066074925,0.6406222917285493,0.5239173405501452
-1,0.4756563914369264,0.43289676277625155,0.5156346821685935,0.45505037828178896,0.3782295496982161,0.4338428817595973,0.41040630968641834,0.4934430717452538,0.35992578061346525,0.6806507418793508
1,0.4756563914369264,0.3698809209407953,0.5156346821685935,0.6315334772363561,0.5669903937505034,0.5636620140635794,0.4546554485457668,0.5049599799333675,0.35992578061346525,0.4138037402617951
-1,0.8421265397603389,0.753314748321302,0.5156346821685935,0.6381440907985749,0.8360727863073218,0.7191783363008439,0.5868011133412986,0.8580536874261944,0.6388665641301423,0.6806507418793508
-1,0.8421265397603389,0.6425269913958098,0.5156346821685935,0.5037731446600369,0.8104562760523868,0.5190534625289087,0.542296186179881,0.8468373269071403,0.5632525210171012,0.6806507418793508
-1,0.4756563914369264,0.5870646709424117,0.5156346821685935,0.7194909549012691,0.8396719960314986,0.5636620140635794,0.542296186179881,0.500481046007857,0.6388665641301423,0.6806507418793508
1,0.4756563914369264,0.5128113073180933,0.5156346821685935,0.4801128868304356,0.49274454865174266,0.5636620140635794,0.4546554485457668,0.7607675445314607,0.7174682784735843,0.6806507418793508
-1,0.4756563914369264,0.4375584184373441,0.5156346821685935,0.4801128868304356,0.3782295496982161,0.5636620140635794,0.7210837994067198,0.5507851899023262,0.6406222917285493,0.4933039481733428
1,0.4756563914369264,0.4920880590441967,0.5156346821685935,0.4801128868304356,0.3782295496982161,0.5190534625289087,0.3176281836745878,0.2530614926358573,0.35992578061346525,0.33042711610134456
1,0.4756563914369264,0.5112381812221161,0.5156346821685935,0.7129847102999307,0.38481914709759657,0.6676844602010346,0.3176281836745878,0.2618682992977337,0.35992578061346525,0.4138037402617951
1,0.4756563914369264,0.3042282567132193,0.5156346821685935,0.42844209132912925,0.3782295496982161,0.462065996096682,0.4665015543257556,0.5049599799333675,0.5632525210171012,0.33042711610134456
-1,0.4756563914369264,0.46726536427405185,0.5156346821685935,0.5415828182022396,0.3782295496982161,0.5636620140635794,0.4120650217550921,0.7953202827397419,0.6406222917285493,0.6806507418793508
